,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
1088,The 40-Year-Old Virgin,2005,Judd Apatow,Steve Carell,133,0.5,26000000,109243478,7.1,313797,546,217,0,0,7000,8341
1089,Shakespeare in Love,1998,John Madden,Tom Wilkinson,123,0.5,25000000,100241322,7.2,175524,752,134,108,0,1000,1690
1090,A Walk Among the Tombstones,2014,Scott Frank,Liam Neeson,114,0.5,28000000,25977365,6.5,87950,207,253,71,15000,14000,15428
1092,Pineapple Express,2008,David Gordon Green,James Franco,117,2.0,27000000,87341380,7.0,255257,374,232,234,0,11000,15590
1093,Ever After: A Cinderella Story,1998,Andy Tennant,Anjelica Huston,121,0.5,26000000,65703412,7.0,57958,345,92,72,0,1000,2747
1094,Open Range,2003,Kevin Costner,Robert Duvall,139,0.5,22000000,58328680,7.5,54096,494,153,0,0,3000,5458
1097,Red Eye,2005,Wes Craven,Robert Pine,85,0.5,26000000,57859105,6.5,94108,673,224,0,0,332,1090
1098,Final Destination 2,2003,David R. Ellis,Sarah Carter,90,0.5,26000000,46455802,6.2,120786,472,175,160,0,748,3172
1099,"O Brother, Where Art Thou?",2000,Joel Coen,Holly Hunter,107,2.0,26000000,45506619,7.8,225102,862,197,0,16000,1000,3066
1101,Pain & Gain,2013,Michael Bay,Dwayne Johnson,129,2.0,26000000,49874933,6.5,161168,287,335,0,43000,12000,13573
1102,In Good Company,2004,Paul Weitz,Scarlett Johansson,109,2.0,26000000,45489752,6.5,48973,214,157,80,736,19000,28493
1105,Brothers,2009,Jim Sheridan,Natalie Portman,105,0.5,26000000,28501651,7.1,88035,201,217,260,10000,20000,42473
1108,The Raven,2012,James McTeigue,Pam Ferris,110,0.5,26000000,16005978,6.4,72886,190,265,160,35000,771,2356
1111,Blood and Wine,1996,Bob Rafelson,Harold Perrineau,101,2.0,22000000,1075288,6.1,7772,55,42,30,145,1000,2228
1112,The Curse of the Jade Scorpion,2001,Woody Allen,Woody Allen,103,0.5,26000000,7496522,6.8,31798,178,116,11000,826,11000,12534
1114,Self/less,2015,Tarsem Singh,Ryan Reynolds,117,0.5,26000000,12276810,6.5,57674,126,178,763,11000,16000,17847
1115,The Constant Gardener,2005,Fernando Meirelles,Archie Panjabi,129,0.5,15000000,33565375,7.5,111351,568,226,353,0,883,1565
1116,W.,2008,Oliver Stone,Toby Jones,129,0.5,25100000,25517500,6.4,40941,320,242,0,0,2000,4264
1117,The Best of Me,2014,Michael Hoffman,Luke Bracey,118,0.5,26000000,26761283,6.7,43084,99,85,97,19000,775,3197
1120,The Fifth Estate,2013,Bill Condon,Benedict Cumberbatch,128,0.5,28000000,3254172,6.2,29282,105,224,386,11000,19000,36337
1123,Jimmy Neutron: Boy Genius,2001,John A. Davis,Martin Short,82,0.5,30000000,80920948,6.0,23943,118,66,8,425,770,2251
1124,Cloverfield,2008,Matt Reeves,Mike Vogel,85,0.5,25000000,80034302,7.0,296787,2192,459,198,0,2000,3958
1128,Bridget Jones's Diary,2001,Sharon Maguire,Colin Firth,97,2.0,26000000,71500556,6.7,171568,571,168,11,0,14000,16999
1129,Chocolat,2000,Lasse Hallstrm,Lena Olin,121,0.5,25000000,71309760,7.3,150308,498,152,529,18000,541,1323
1131,Parental Guidance,2012,Andy Fickman,Bailee Madison,105,2.0,25000000,77264926,6.1,21176,107,139,99,0,3000,5740
1132,No Strings Attached,2011,Ivan Reitman,Natalie Portman,108,0.5,25000000,70625986,6.2,168717,178,245,425,24000,20000,22739
1134,Romeo Must Die,2000,Andrzej Bartkowiak,Jet Li,115,0.5,25000000,55973336,6.1,57040,365,70,43,0,5000,9082
1135,The Lucky One,2012,Scott Hicks,Blythe Danner,101,0.5,25000000,60443237,6.5,76882,106,170,96,29000,713,1852
1136,Bridge to Terabithia,2007,Gabor Csupo,Josh Hutcherson,96,2.0,17000000,82234139,7.2,110390,522,181,47,6000,14000,28071
1138,The Grey,2011,Joe Carnahan,Liam Neeson,117,0.5,25000000,51533608,6.8,203111,755,408,248,32000,14000,16606
1142,Nanny McPhee,2005,Kirk Jones,Colin Firth,97,0.5,25000000,47124400,6.6,49676,181,128,52,0,14000,17278
1144,Nothing to Lose,1997,Steve Oedekerk,Kelly Preston,98,2.0,25000000,44455658,6.7,36253,92,49,176,0,742,2457
1145,Contraband,2012,Baltasar Kormkur,J.K. Simmons,109,2.0,25000000,66489425,6.5,101977,161,270,175,0,24000,26625
1146,Money Talks,1997,Brett Ratner,Heather Locklear,97,2.0,25000000,41067398,6.1,22748,41,29,420,666,695,2530
1151,The Sisterhood of the Traveling Pants,2005,Ken Kwapis,Mike Vogel,119,0.5,25000000,39008741,6.6,44838,223,88,42,0,2000,6862
1153,Million Dollar Arm,2014,Craig Gillespie,Jon Hamm,124,0.5,25000000,36447959,7.0,35833,96,151,44,10000,4000,6393
1154,The Giver,2014,Phillip Noyce,Jeff Bridges,97,2.0,25000000,45089048,6.5,86251,260,198,176,58000,12000,36064
1159,The Hours,2002,Stephen Daldry,Meryl Streep,114,2.0,25000000,41597830,7.6,102123,660,174,335,0,11000,12624
1160,She's the Man,2006,Andy Fickman,Channing Tatum,105,0.5,20000000,33687630,6.4,116762,261,91,99,0,17000,20109
1161,Mr. Bean's Holiday,2007,Steve Bendelack,Lily Atkinson,90,0.5,25000000,32553210,6.3,88714,235,151,68,0,328,794
1163,Elizabeth,1998,Shekhar Kapur,Fanny Ardant,124,0.5,25000000,30012990,7.5,75973,409,141,159,0,288,1006
1169,Kingpin,1996,Bobby Farrelly,Bill Murray,117,2.0,27000000,24944213,6.9,63459,185,62,101,3000,13000,16937
1170,The Gambler,2014,Rupert Wyatt,George Kennedy,111,0.5,25000000,33631221,6.0,48559,145,175,81,0,3000,3784
1171,August: Osage County,2013,John Wells,Benedict Cumberbatch,121,2.0,25000000,37738400,7.3,67797,285,322,53,30000,19000,39690
1172,A Lot Like Love,2005,Nigel Cole,Aimee Garcia,107,2.0,30000000,21835784,6.6,58297,161,112,13,0,618,1095
1173,Eddie the Eagle,2016,Dexter Fletcher,Hugh Jackman,106,2.0,23000000,15785632,7.5,32507,119,216,452,15000,20000,21195
1174,He Got Game,1998,Spike Lee,Denzel Washington,136,0.5,25000000,21554585,6.9,36108,109,48,0,0,18000,37315
1175,Dear John,2010,Lasse Hallstrm,Channing Tatum,108,0.5,25000000,80014842,6.3,104356,186,162,529,14000,17000,19945
1176,The Losers,2010,Sylvain White,Chris Evans,97,0.5,25000000,23527955,6.4,74691,165,213,41,0,11000,12841
1178,War,2007,Philip G. Atwell,Jason Statham,103,0.5,25000000,22466994,6.3,72673,166,119,5,0,26000,33565
1179,Punch-Drunk Love,2002,Paul Thomas Anderson,Adam Sandler,95,0.5,25000000,17791031,7.3,109855,888,251,0,0,11000,11994
1180,EuroTrip,2004,Jeff Schaffer,Matt Damon,93,2.0,25000000,17718223,6.6,162067,316,92,17,0,13000,14180
1187,The Girl Next Door,2004,Luke Greenfield,Chris Marquette,110,2.0,25000000,14589444,6.8,171151,513,126,42,0,355,911
1190,Legend,2015,Brian Helgeland,Tom Hardy,132,2.0,30000000,1865774,7.0,87682,174,260,241,43000,27000,27659
1192,Angela's Ashes,1999,Alan Parker,Emily Watson,145,0.5,25000000,13038660,7.3,16995,163,99,317,0,876,1282
1193,Draft Day,2014,Ivan Reitman,Jennifer Garner,110,0.5,25000000,28831145,6.8,39357,113,159,425,14000,3000,3757
1194,The Conspirator,2010,Robert Redford,Robin Wright,122,0.5,25000000,11538204,7.0,23696,135,199,0,0,18000,21163
1195,Lords of Dogtown,2005,Catherine Hardwicke,Heath Ledger,107,0.5,25000000,11008432,7.1,43903,194,119,308,5000,13000,16651
1198,Michael Collins,1996,Neil Jordan,Alan Rickman,133,2.0,28000000,11030963,7.1,24145,93,44,277,0,25000,48482
1200,Stop-Loss,2008,Kimberly Peirce,Joseph Gordon-Levitt,112,2.0,25000000,10911750,6.5,17757,99,143,108,982,23000,43560
1202,Brokedown Palace,1999,Jonathan Kaplan,John Doe,100,0.5,25000000,10114315,6.4,18693,187,70,57,0,181,582
1204,Mrs. Winterbourne,1996,Richard Benjamin,Brendan Fraser,105,2.0,25000000,10070000,6.2,5668,50,20,121,491,3000,5023
1206,The Hoax,2006,Lasse Hallstrm,Hope Davis,116,0.5,25000000,7156933,6.7,14581,74,142,529,348,442,1134
1208,The Road,2009,John Hillcoat,Viggo Mortensen,111,2.0,25000000,56692,7.3,177401,504,355,214,32000,10000,23566
1211,The World's Fastest Indian,2005,Roger Donaldson,Anthony Hopkins,127,0.5,25000000,5128124,7.9,44198,251,126,79,11000,12000,12574
1214,Blindness,2008,Fernando Meirelles,Don McKellar,121,0.5,25000000,3073392,6.6,59462,300,229,353,0,45,142
1215,Where the Truth Lies,2005,Atom Egoyan,Colin Firth,107,2.0,25000000,871527,6.5,14982,128,97,460,507,14000,16090
1216,Without Limits,1998,Robert Towne,Billy Burke,117,0.5,25000000,777423,7.2,5841,57,28,162,942,2000,4351
1217,Me and Orson Welles,2008,Richard Linklater,Zoe Kazan,107,2.0,25000000,1186957,6.8,9264,69,160,0,0,962,1591
1218,Bad Lieutenant: Port of Call New Orleans,2009,Werner Herzog,Nicolas Cage,122,2.0,20000000,1697956,6.7,64944,212,280,0,6000,12000,13809
1223,Rocky Balboa,2006,Sylvester Stallone,Sylvester Stallone,139,0.5,24000000,70269171,7.2,162130,962,285,13000,0,13000,15111
1224,Scream 2,1997,Wes Craven,Omar Epps,120,2.0,24000000,101334374,6.1,124941,488,195,0,0,865,2321
1227,The Whole Nine Yards,2000,Jonathan Lynn,Bruce Willis,98,2.0,24000000,57262492,6.7,90374,318,129,36,0,13000,17582
1229,Old School,2003,Todd Phillips,Will Ferrell,88,2.0,24000000,74608545,7.2,185258,404,123,480,0,8000,10325
1231,Return to Me,2000,Bonnie Hunt,Minnie Driver,115,0.5,24000000,32662299,6.9,16469,275,106,597,0,893,3946
1232,Zack and Miri Make a Porno,2008,Kevin Smith,Gerry Bednob,101,2.0,24000000,31452765,6.6,149835,243,247,0,0,218,638
1233,The Men Who Stare at Goats,2009,Grant Heslov,Kevin Spacey,94,0.5,25000000,32416109,6.2,109620,268,271,293,15000,18000,32474
1235,"Girl, Interrupted",1999,James Mangold,Angelina Jolie Pitt,127,0.5,24000000,28871190,7.3,125421,385,133,446,0,11000,13433
1237,Muppets from Space,1999,Tim Hill,Josh Charles,87,0.5,24000000,16290976,6.2,14637,100,70,25,619,1000,3243
1243,Beyond the Sea,2004,Kevin Spacey,Kevin Spacey,118,0.5,23000000,6144806,6.7,12821,248,113,18000,0,18000,23689
1247,Faster,2010,George Tillman Jr.,Dwayne Johnson,98,0.5,24000000,23225911,6.5,80574,157,196,88,12000,12000,14699
1248,Zombieland,2009,Ruben Fleischer,Emma Stone,88,2.0,23600000,75590286,7.7,386217,553,445,181,26000,15000,28011
1249,Bad Boys,1995,Michael Bay,Will Smith,119,0.5,19000000,65807024,6.8,172405,203,63,0,0,10000,11013
1251,Final Destination,2000,James Wong,Daniel Roebuck,98,0.5,23000000,53302314,6.7,181058,674,211,70,0,1000,3345
1252,Pitch Black,2000,David Twohy,Vin Diesel,112,0.5,23000000,39235088,7.1,193962,805,214,123,5000,14000,16196
1253,Someone Like You...,2001,Tony Goldwyn,Hugh Jackman,97,2.0,23000000,27338033,6.1,19709,167,92,956,0,20000,20798
1254,Her,2013,Spike Jonze,Scarlett Johansson,126,0.5,23000000,25556065,8.0,355126,748,574,0,148000,19000,19359
1255,Joy Ride,2001,John Dahl,Paul Walker,97,2.0,23000000,21973182,6.6,53415,339,140,131,0,23000,23242
1257,Anywhere But Here,1999,Wayne Wang,Natalie Portman,114,2.0,23000000,18653615,6.1,14786,103,36,61,638,20000,22040
1259,Marvin's Room,1996,Jerry Zaks,Leonardo DiCaprio,98,2.0,23000000,12782508,6.7,20163,71,45,4,1000,29000,63194
1261,The End of the Affair,1999,Neil Jordan,Stephen Rea,102,0.5,23000000,10660147,7.2,17740,165,90,277,0,327,672
1263,Chri,2009,Stephen Frears,Tom Burke,100,0.5,23000000,2708188,6.2,8924,43,155,350,0,201,365
1264,Vanity Fair,2004,Mira Nair,Romola Garai,141,2.0,23000000,16123851,6.2,17373,148,118,300,767,805,1618
1265,1408,2007,Mikael Hfstrm,Drew Powell,114,0.5,25000000,71975611,6.8,209396,580,314,101,11000,129,214
1267,The Water Diviner,2014,Russell Crowe,Cem Yilmaz,111,0.5,22500000,4190530,7.1,53341,185,183,0,18000,523,1795
1268,The Rookie,2002,John Lee Hancock,Dennis Quaid,127,0.5,20000000,75597042,7.0,26434,174,92,102,0,2000,6657
1269,The Game Plan,2007,Andy Fickman,Dwayne Johnson,110,0.5,22000000,90636983,6.2,44021,83,112,99,0,12000,15170
1270,The Bridges of Madison County,1995,Clint Eastwood,Clint Eastwood,135,0.5,35000000,70960517,7.5,54631,192,69,16000,0,16000,27237
1272,The Hundred-Foot Journey,2014,Lasse Hallstrm,Manish Dayal,122,2.0,22000000,54235441,7.3,52894,185,180,529,55000,820,1484
1274,I Am Sam,2001,Jessie Nelson,Dianne Wiest,132,0.5,22000000,40270895,7.6,121937,431,129,24,15000,967,3152
1276,Underworld,2003,Len Wiseman,Sophia Myles,133,0.5,22000000,51483949,7.0,208092,806,226,235,0,955,1777
1277,Derailed,2005,Mikael Hfstrm,Denis O'Hare,112,2.0,22000000,36020063,6.6,62584,375,116,101,0,896,2019
1278,The Informant!,2009,Steven Soderbergh,Matt Damon,108,0.5,21000000,33313582,6.5,52888,175,248,0,0,13000,16031
1281,Delivery Man,2013,Ken Scott,Jack Reynor,105,2.0,26000000,30659817,6.4,59805,95,168,31,0,390,1006
1283,Diary of a Wimpy Kid: Dog Days,2012,David Bowers,Zachary Gordon,94,2.0,22000000,49002815,6.4,15665,35,88,42,0,975,3153
1284,Summer of Sam,1999,Spike Lee,Mira Sorvino,142,0.5,22000000,19283782,6.6,31227,354,85,0,0,978,5386
1285,Jay and Silent Bob Strike Back,2001,Kevin Smith,Will Ferrell,104,2.0,22000000,30059386,6.9,128593,867,181,0,0,8000,11632
1287,"Hail, Caesar!",2016,Ethan Coen,Scarlett Johansson,106,2.0,22000000,29997095,6.4,60926,302,423,1000,23000,19000,38494
1289,Homefront,2013,Gary Fleder,Jason Statham,100,0.5,22000000,19783777,6.5,82804,154,203,39,15000,26000,39989
1290,I Heart Huckabees,2004,David O. Russell,Naomi Watts,107,2.0,22000000,12784713,6.7,56813,381,183,737,0,6000,8094
1294,Hit and Run,2012,David Palmer,Bradley Cooper,100,2.0,2000000,13746550,6.1,29322,104,176,21,0,14000,15922
1296,Before I Go to Sleep,2014,Rowan Joffe,Colin Firth,92,0.5,22000000,2963012,6.3,48873,105,149,17,11000,14000,14617
1298,Out of the Furnace,2013,Scott Cooper,Christian Bale,116,0.5,22000000,11326836,6.8,83171,231,288,108,17000,23000,24134
1299,Michael Clayton,2007,Tony Gilroy,Tom Wilkinson,119,0.5,25000000,49024969,7.3,133367,363,299,209,0,1000,3284
1300,My Fellow Americans,1996,Peter Segal,Wilford Brimley,101,2.0,21500000,22294341,6.5,12278,71,27,88,758,957,4629
1301,Arlington Road,1999,Mark Pellington,Jeff Bridges,117,0.5,21500000,24362501,7.2,69980,591,155,89,0,12000,13576
1302,To Rome with Love,2012,Woody Allen,Ornella Muti,112,0.5,17000000,16684352,6.3,67893,163,275,11000,18000,385,1205
1304,South Park: Bigger Longer & Uncut,1999,Trey Parker,Minnie Driver,81,0.5,21000000,52008288,7.8,162037,928,163,406,0,893,3003
1305,Death at a Funeral,2007,Frank Oz,Peter Dinklage,87,0.5,9000000,8579684,7.4,89547,199,168,0,0,22000,24324
1307,Hardball,2001,Brian Robbins,Keanu Reeves,106,2.0,21000000,40219708,6.3,22649,131,85,48,0,18000,18630
1308,Never Back Down,2008,Jeff Wadlow,Djimon Hounsou,110,0.5,20000000,24848292,6.6,80556,184,140,65,0,3000,4089
1310,Away We Go,2009,Sam Mendes,Catherine O'Hara,98,2.0,17000000,9430988,7.1,45992,115,217,0,7000,925,1997
1311,Swing Vote,2008,Joshua Michael Stern,Madeline Carroll,120,0.5,21000000,16284360,6.1,15079,79,131,0,1000,1000,6212
1312,Moonlight Mile,2002,Brad Silberling,Jake Gyllenhaal,112,2.0,21000000,6830957,6.7,11983,147,111,52,365,15000,16692
1315,eXistenZ,1999,David Cronenberg,Jennifer Jason Leigh,115,0.5,31000000,2840417,6.8,77493,527,196,0,6000,1000,2990
1320,Jackass 3D,2010,Jeff Tremaine,Bam Margera,101,0.5,20000000,117224271,7.1,47794,81,156,79,0,608,1787
1325,School of Rock,2003,Richard Linklater,Miranda Cosgrove,108,0.5,35000000,81257845,7.1,210680,479,204,0,0,2000,4403
1328,The Descendants,2011,Alexander Payne,Shailene Woodley,115,0.5,20000000,82624961,7.3,205284,439,549,729,22000,8000,9578
1329,Holes,2003,Andrew Davis,Tim Blake Nelson,117,0.5,20000000,67325559,7.1,58222,331,106,99,0,596,1293
1334,Me Before You,2016,Thea Sharrock,Sam Claflin,110,0.5,20000000,56154094,7.6,44723,130,151,17,51000,11000,21852
1336,Bad Moms,2016,Jon Lucas,Mila Kunis,100,2.0,20000000,55461307,6.7,4654,46,81,24,18000,15000,18786
1338,Selma,2014,Ava DuVernay,David Oyelowo,128,0.5,20000000,52066000,7.5,61114,212,364,151,22000,1000,3869
1342,The Tigger Movie,2000,Jun Falkenstein,Kath Soucie,77,0.5,30000000,45542421,6.3,13319,53,89,25,347,304,575
1343,Max,2015,Boaz Yakin,Jay Hernandez,111,0.5,20000000,42652003,6.8,18915,87,61,132,33000,1000,2851
1345,Lakeview Terrace,2008,Neil LaBute,Jay Hernandez,110,0.5,22000000,39263506,6.1,40469,135,165,119,0,1000,2382
1349,The American,2010,Anton Corbijn,Violante Placido,105,0.5,20000000,35596227,6.3,79461,463,333,210,10000,978,1454
1350,Selena,1997,Gregory Nava,Jon Seda,127,0.5,20000000,35422828,6.7,19126,155,37,16,0,565,1735
1352,This Is Where I Leave You,2014,Shawn Levy,Tina Fey,103,2.0,19800000,34290142,6.6,54242,145,156,189,14000,2000,4662
1353,Doubt,2008,John Patrick Shanley,Philip Seymour Hoffman,104,0.5,20000000,33422556,7.5,99236,321,293,53,0,22000,33903
1354,Team America: World Police,2004,Trey Parker,Jeremy Shada,98,2.0,30000000,32774834,7.2,136048,700,233,406,0,860,2609
1356,Copycat,1995,Jon Amiel,William McNamara,123,0.5,20000000,32051917,6.6,42315,140,57,36,0,10000,12338
1358,Milk,2008,Gus Van Sant,James Franco,128,0.5,20000000,31838002,7.6,136673,281,324,835,10000,11000,13189
1359,Risen,2016,Kevin Reynolds,Peter Firth,107,2.0,20000000,36874745,6.3,12276,117,122,58,21000,141,389
1361,A Very Harold & Kumar 3D Christmas,2011,Todd Strauss-Schulson,Patton Oswalt,90,2.0,19000000,35033759,6.3,55008,93,161,12,21000,786,2462
1362,Wild Things,1998,John McNaughton,Bill Murray,115,2.0,20000000,29753944,6.5,90677,389,69,39,0,13000,14275
1363,The Debt,2010,John Madden,Tom Wilkinson,113,2.0,20000000,31146570,6.9,55441,165,258,108,0,1000,1136
1364,High Fidelity,2000,Stephen Frears,Drake Bell,113,0.5,20000000,27277055,7.6,143137,602,174,350,10000,1000,3141
1365,Eye for an Eye,1996,John Schlesinger,Joe Mantegna,101,0.5,20000000,53146000,6.1,9845,77,31,154,613,1000,3174
1366,The Bank Job,2008,Roger Donaldson,Jason Statham,111,0.5,20000000,30028592,7.3,152247,189,222,79,0,26000,27755
1369,Street Kings,2008,David Ayer,Keanu Reeves,109,2.0,20000000,26415649,6.8,94892,189,190,453,0,18000,33878
1370,The World's End,2013,Edgar Wright,Michael Smiley,109,2.0,20000000,26003149,7.0,185587,401,427,1000,49000,177,278
1372,Daybreakers,2009,Michael Spierig,Jay Laga'aia,98,0.5,20000000,29975979,6.5,105797,281,292,35,0,125,189
1373,She's Out of My League,2010,Jim Field Smith,Mike Vogel,104,0.5,20000000,31584722,6.4,101730,131,180,14,0,2000,5707
1378,To Die For,1995,Gus Van Sant,Kurtwood Smith,106,0.5,20000000,21200000,6.8,34774,162,59,835,1000,1000,3598
1379,Nerve,2016,Henry Joost,Samira Wiley,96,0.5,20000000,28876924,7.1,4303,35,86,24,0,646,1780
1380,Vampires,1998,John Carpenter,Sheryl Lee,104,0.5,20000000,20241395,6.1,42664,403,114,0,0,2000,5123
1382,Endless Love,2014,Shana Feste,Alex Pettyfer,104,0.5,20000000,23393765,6.3,31323,76,98,19,0,15000,18760
1385,Simon Birch,1998,Mark Steven Johnson,Oliver Platt,114,2.0,30000000,18252684,6.9,18366,219,60,160,0,1000,1816
1386,Reign Over Me,2007,Mike Binder,Adam Sandler,124,2.0,20000000,19661987,7.5,83786,231,154,57,0,11000,17050
1389,From Dusk Till Dawn,1996,Robert Rodriguez,Quentin Tarantino,108,2.0,19000000,25753840,7.3,219091,592,165,0,12000,16000,23296
1390,Pooh's Heffalump Movie,2005,Frank Nissen,Kath Soucie,68,0.5,20000000,18081626,6.4,4180,32,45,0,264,304,861
1391,Home for the Holidays,1995,Jodie Foster,Robert Downey Jr.,103,0.5,20000000,17518220,6.6,9105,76,45,0,0,21000,25263
1393,21 Grams,2003,Alejandro G. Irritu,Naomi Watts,124,0.5,20000000,16248701,7.7,189683,559,192,0,0,6000,7567
1397,The Man Who Knew Too Little,1997,Jon Amiel,Bill Murray,94,0.5,20000000,13801755,6.6,23928,100,34,36,0,13000,15183
1398,What's Your Number?,2011,Mark Mylod,Chris Evans,117,0.5,20000000,13987482,6.0,58957,91,151,20,0,11000,15713
1400,Crank: High Voltage,2009,Mark Neveldine,Jason Statham,96,0.5,20000000,13630226,6.2,112516,223,150,83,0,26000,30541
1402,One Night with the King,2006,Michael O. Sajbel,James Callis,123,0.5,20000000,13391174,6.3,5796,177,36,6,0,541,908
1403,The Quiet American,2002,Phillip Noyce,Brendan Fraser,101,2.0,30000000,12987647,7.1,24019,199,149,176,983,3000,3431
1404,The Weather Man,2005,Gore Verbinski,Nicolas Cage,102,0.5,22000000,12469811,6.6,69172,316,156,563,0,12000,13156
1405,Undisputed,2002,Walter Hill,Fisher Stevens,94,2.0,20000000,12398628,6.1,21542,88,64,394,977,922,2880
1406,Ghost Town,2008,David Koepp,Aasif Mandvi,102,2.0,20000000,13214030,6.7,60516,147,210,192,0,346,500
1408,Let Me In,2010,Matt Reeves,Chlo Grace Moretz,116,0.5,20000000,12134420,7.2,92237,366,390,198,25000,17000,20258
1410,Be Kind Rewind,2008,Michel Gondry,Quinton Aaron,102,2.0,20000000,11169531,6.4,79855,235,248,1000,0,734,1778
1411,Mrs Henderson Presents,2005,Stephen Frears,Bob Hoskins,103,0.5,20000000,11034436,7.1,13505,180,137,350,0,5000,5637
1412,Triple 9,2016,John Hillcoat,Kate Winslet,115,2.0,20000000,12626905,6.3,32567,106,214,214,0,14000,27214
1413,Deconstructing Harry,1997,Woody Allen,Woody Allen,96,2.0,20000000,10569071,7.4,35586,131,104,11000,0,11000,11867
1414,Three to Tango,1999,Damon Santostefano,Matthew Perry,98,2.0,20000000,10544143,6.1,16372,121,81,4,311,2000,4843
1415,Burnt,2015,John Wells,Bradley Cooper,101,0.5,20000000,13650738,6.6,61360,129,175,53,25000,14000,16926
1417,Everyone Says I Love You,1996,Woody Allen,Natasha Lyonne,101,0.5,20000000,9714482,6.8,30083,140,69,11000,0,1000,1614
1418,Death Sentence,2007,James Wan,Aisha Tyler,111,0.5,20000000,9525276,6.8,60156,299,166,0,0,856,3309
1419,Everybody's Fine,2009,Kirk Jones,Robert De Niro,99,0.5,21000000,8855646,7.2,49855,117,160,52,10000,22000,23409
1421,Connie and Carla,2004,Michael Lembeck,Debbie Reynolds,108,2.0,20000000,8054280,6.3,6838,117,76,54,924,786,2730
1422,Inherent Vice,2014,Paul Thomas Anderson,Martin Dew,148,0.5,20000000,8093318,6.7,61935,242,401,0,18000,204,707
1425,Willard,2003,Glen Morgan,Laura Harring,100,0.5,22000000,6852144,6.2,15169,213,129,17,0,669,1267
1427,Topsy-Turvy,1999,Mike Leigh,Jim Broadbent,154,0.5,10000000,6201757,7.4,10037,202,103,608,608,1000,1690
1428,A Dangerous Method,2011,David Cronenberg,Michael Fassbender,99,2.0,15000000,5702083,6.5,80617,190,345,0,36000,13000,23755
1429,A Scanner Darkly,2006,Richard Linklater,Robert Downey Jr.,100,0.5,8700000,5480996,7.1,89383,293,232,0,0,21000,39507
1430,Chasing Mavericks,2012,Michael Apted,Gerard Butler,116,2.0,20000000,6002756,7.2,24997,75,116,150,13000,18000,21200
1431,Bandslam,2009,Todd Graff,Scott Porter,111,2.0,20000000,5205343,6.4,11958,39,79,650,1000,690,1573
1432,Birth,2004,Jonathan Glazer,Cameron Bright,100,0.5,20000000,5005883,6.1,29649,361,167,143,0,829,2295
1433,A Most Violent Year,2014,J.C. Chandor,David Oyelowo,125,0.5,20000000,5749134,7.0,45799,180,350,78,0,1000,3979
1434,Flash of Genius,2008,Marc Abraham,Dylan Authors,119,0.5,20000000,4234040,7.0,14301,45,99,18,0,20,64
1435,I'm Not There.,2007,Todd Haynes,Christian Bale,135,0.5,20000000,4001121,7.0,48346,230,231,162,0,23000,36398
1437,The Brothers Bloom,2008,Rian Johnson,Zachary Gordon,114,2.0,20000000,3519627,6.9,41737,105,182,0,0,975,3014
1438,"Synecdoche, New York",2008,Charlie Kaufman,Philip Seymour Hoffman,124,0.5,21000000,3081925,7.5,55842,274,245,0,13000,22000,24732
1440,The Proposition,2005,John Hillcoat,Ray Winstone,104,0.5,2000000,1900725,7.4,43205,232,168,214,0,1000,2129
1441,Courage,2015,Angelo Pizzo,Donny Boaz,118,2.0,20000000,2246000,7.0,2302,20,27,14,0,2000,3384
1442,Equilibrium,2002,Kurt Wimmer,Christian Bale,107,2.0,20000000,1190018,7.5,261317,1137,146,110,20000,23000,25088
1443,The Children of Huang Shi,2008,Roger Spottiswoode,Radha Mitchell,125,2.0,40000000,1027749,7.1,8087,33,67,55,1000,991,1003
1444,The Yards,2000,James Gray,Charlize Theron,115,2.0,24000000,882710,6.4,16215,138,93,115,401,9000,11433
1445,The Oogieloves in the Big Balloon Adventure,2012,Matthew Diamond,Chazz Palminteri,88,0.5,20000000,1064277,6.7,14015,83,28,12,831,979,1978
1447,The Game of Their Lives,2005,David Anspaugh,Gerard Butler,101,0.5,20000000,375474,6.2,2613,46,21,25,445,18000,20354
1455,Scream,1996,Wes Craven,David Arquette,103,0.5,15000000,103001286,7.2,222018,869,242,0,11000,611,1212
1459,The Switch,2010,Josh Gordon,Caroline Dhavernas,101,2.0,19000000,27758465,6.1,77987,120,181,8,0,544,1292
1462,The Crazies,2010,Breck Eisner,Radha Mitchell,101,0.5,20000000,39103378,6.5,93272,251,308,42,0,991,2609
1464,The Book Thief,2013,Brian Percival,Emily Watson,131,0.5,19000000,21483154,7.6,98741,236,252,33,53000,876,1985
1465,Sex Drive,2008,Sean Anders,Katrina Bowden,129,0.5,19000000,8396942,6.5,72715,103,102,51,0,948,4324
1466,Leap Year,2010,Anand Tucker,Adam Scott,100,2.0,19000000,12561,6.4,71276,181,134,14,13000,3000,4094
1467,Take Me Home Tonight,2011,Michael Dowse,Topher Grace,97,2.0,23000000,6923891,6.3,43867,83,136,31,0,2000,5519
1469,Adaptation.,2002,Spike Jonze,Nicolas Cage,81,0.5,19000000,22245861,7.7,143251,710,241,0,0,12000,25489
1470,Land of the Dead,2005,George A. Romero,Tony Nappo,97,2.0,15000000,20433940,6.2,78883,662,252,0,0,654,1876
