,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
2355,Atlas Shrugged: Who Is John Galt?,2014,James Manera,Joaquim de Almeida,99,0,5000000,830210,4.4,1900,56,12,0,0,578,3382
2356,Bottle Rocket,1996,Wes Anderson,Andrew Wilson,91,0,7000000,1040879,7.1,54478,184,83,0,0,387,648
2357,Albino Alligator,1996,Kevin Spacey,Viggo Mortensen,97,3,5000000,326308,6.1,6632,69,37,18000,225,10000,13718
2358,"Lovely, Still",2008,Nicholas Fackler,Adam Scott,90,0,5000000,124720,7.3,1560,15,27,6,777,3000,4987
2359,Desert Blue,1998,Morgan J. Freeman,Ethan Suplee,90,3,2000000,99147,6.2,1884,28,31,204,69,1000,3207
2360,The Visit,2015,M. Night Shyamalan,Ocean James,94,1,5000000,65069140,6.2,65299,455,371,0,27000,432,1010
2361,Redacted,2007,Brian De Palma,Mike Figueroa,90,0,5000000,65087,6.2,8824,108,133,0,559,343,408
2362,Rudderless,2014,William H. Macy,Billy Crudup,105,1,5000000,37440,7.5,12672,60,44,0,0,745,1986
2363,Sling Blade,1996,Billy Bob Thornton,Robert Duvall,148,0,890000,24475416,8.0,72443,309,104,0,0,3000,3967
2364,Hostel,2005,Eli Roth,Jay Hernandez,93,0,4800000,47277326,5.9,138814,1516,303,0,0,1000,2990
2365,Tristram Shandy: A Cock and Bull Story,2005,Michael Winterbottom,Steve Coogan,94,0,2800000,1247453,6.8,11202,123,122,187,750,1000,3690
2366,Take Shelter,2011,Jeff Nichols,Katy Mixon,121,0,5000000,1729969,7.4,68211,219,359,337,14000,982,1520
2367,Lady in White,1988,Frank LaLoggia,Alex Rocco,118,0,4700000,1705139,6.7,4695,69,130,7,0,968,2545
2368,The Texas Chainsaw Massacre 2,1986,Tobe Hooper,Bill Johnson,101,3,4700000,8025872,5.5,19234,258,159,365,0,237,302
2369,Police Academy,1984,Hugh Wilson,Steve Guttenberg,96,0,4500000,81200000,6.7,87739,133,45,37,0,801,3113
2370,Four Weddings and a Funeral,1994,Mike Newell,Kristin Scott Thomas,117,4,4500000,52700832,7.1,107923,197,84,179,0,1000,1862
2371,25th Hour,2002,Spike Lee,Philip Seymour Hoffman,108,0,15000000,13060843,7.7,149528,454,202,0,0,22000,26050
2372,Bound,1996,Lana Wachowski,Christopher Meloni,109,0,4500000,3798532,7.4,41138,208,120,0,2000,3000,3668
2373,Requiem for a Dream,2000,Darren Aronofsky,Ellen Burstyn,102,0,4500000,3609278,8.4,573541,1916,234,0,38000,1000,2235
2374,Moms' Night Out,2014,Andrew Erwin,Alex Kendrick,98,1,5000000,10429707,5.4,10483,125,49,10,0,589,2705
2375,Donnie Darko,2001,Richard Kelly,Jake Gyllenhaal,133,1,4500000,727883,8.1,580999,2110,283,219,33000,15000,17040
2376,Spun,2002,Jonas kerlund,Patrick Fugit,106,0,2000000,410241,6.8,32357,199,92,68,3000,835,2110
2377,Mean Machine,2001,Barry Skolnick,Jason Statham,99,1,2500000,92191,6.5,29463,84,54,0,0,26000,29325
2378,After.Life,2009,Agnieszka Wojtowicz-Vosloo,Liam Neeson,104,1,4500000,108229,5.9,30836,137,138,0,7000,14000,15860
2379,One Flew Over the Cuckoo's Nest,1975,Milos Forman,Scatman Crothers,133,0,4400000,112000000,8.7,680041,760,149,869,32000,888,2176
2380,Falcon Rising,2014,Ernie Barbarash,Michael Jai White,103,1,4500000,8691,5.8,4952,32,29,249,0,2000,3089
2381,The Sweeney,2012,Nick Love,Hayley Atwell,112,4,3000000,26345,6.1,16445,99,111,63,0,2000,4810
2382,Whale Rider,2002,Niki Caro,Keisha Castle-Hughes,101,1,6000000,20772796,7.6,34232,346,149,51,0,446,497
2383,The Crying Game,1992,Neil Jordan,Jim Broadbent,112,0,2300000,62549000,7.3,41361,148,63,277,0,1000,2412
2384,Porky's,1981,Bob Clark,Art Hindle,94,0,4000000,105500000,6.2,31260,152,75,84,0,110,582
2385,Survival of the Dead,2009,George A. Romero,Julian Richings,90,0,4000000,101055,5.0,17478,159,274,0,0,648,1951
2386,Lost in Translation,2003,Sofia Coppola,Scarlett Johansson,101,0,4000000,44566004,7.8,321283,1848,265,0,17000,19000,32015
2387,Annie Hall,1977,Woody Allen,Woody Allen,93,0,4000000,39200000,8.1,192940,491,154,11000,0,11000,12691
2388,Monster's Ball,2001,Marc Forster,Heath Ledger,112,1,4000000,31252964,7.1,71495,522,153,395,0,13000,13707
2389,Maggie,2015,Henry Hobson,Joely Richardson,95,2,8500000,131175,5.6,30219,200,256,9,22000,584,1885
2390,Leaving Las Vegas,1995,Mike Figgis,Nicolas Cage,111,0,3600000,31968347,7.6,93894,286,123,81,0,12000,14823
2391,The Boy Next Door,2015,Rob Cohen,Ryan Guzman,91,1,4000000,35385560,4.6,27198,131,149,357,8000,3000,4807
2392,The Kids Are All Right,2010,Lisa Cholodenko,Josh Hutcherson,106,1,3500000,20803237,7.1,110616,291,323,450,16000,14000,18645
2393,They Live,1988,John Carpenter,Meg Foster,93,0,4000000,13008928,7.3,73501,333,172,0,27000,355,837
2394,Boyhood,2014,Richard Linklater,Ellar Coltrane,165,0,4000000,25359200,8.0,266020,836,548,0,92000,230,673
2395,Scoop,2006,Woody Allen,Scarlett Johansson,96,0,4000000,10515579,6.7,66840,248,177,11000,0,19000,20132
2396,The Wash,2001,DJ Pooh,Angell Conwell,93,2,4000000,10097096,4.6,5612,38,27,69,842,522,955
2397,3 Strikes,2000,DJ Pooh,Mo'Nique,82,1,6000000,9821335,4.0,1415,10,22,69,118,939,3354
2398,The Cooler,2003,Wayne Kramer,Estella Warren,101,1,3200000,8243880,7.0,28714,215,157,47,762,658,3086
2400,A Haunted House 2,2014,Michael Tiddes,Ashley Rickards,86,2,4000000,17314483,4.7,14621,48,69,89,0,986,4073
2401,The Rules of Attraction,2002,Roger Avary,Ian Somerhalder,110,2,4000000,6525762,6.7,44339,425,143,675,0,16000,19928
2402,Four Rooms,1995,Allison Anders,Salma Hayek,110,6,4000000,4301331,6.7,78241,177,51,99,0,4000,7921
2403,Secretary,2002,Steven Shainberg,Jeremy Davies,104,1,4000000,4046737,7.1,67949,390,163,30,15000,769,2251
2404,Talk Radio,1988,Oliver Stone,Michael Wincott,110,0,4000000,3468572,7.3,10073,78,40,0,816,721,1966
2405,Waiting for Guffman,1996,Christopher Guest,Catherine O'Hara,84,0,4000000,2892582,7.6,22697,202,50,378,0,925,3559
2406,Love Stinks,1999,Jeff Franklin,Ivana Milicevic,94,3,4000000,2800000,5.8,4377,85,45,24,309,834,2662
2407,You Kill Me,2007,John Dahl,Philip Baker Hall,93,1,4000000,2426851,6.5,16224,76,121,131,830,497,776
2408,Thumbsucker,2005,Mike Mills,Kelli Garner,96,0,4000000,1325073,6.6,18762,91,114,101,708,730,1208
2409,Mirrormask,2005,Dave McKean,Stephanie Leonidas,101,0,4000000,864959,6.9,20275,151,116,21,0,420,1215
2410,The Barbarians,1987,Ruggero Deodato,Michael Berryman,87,0,4000000,800000,4.8,2308,35,15,101,550,721,1700
2411,Poolhall Junkies,2002,Mars Callahan,Chazz Palminteri,99,4,4000000,562059,7.0,8535,113,41,60,872,979,3130
2412,The Loss of Sexual Innocence,1999,Mike Figgis,Kelly Macdonald,106,0,4000000,399793,5.4,2877,70,31,81,111,2000,4343
2413,Joe,2013,David Gordon Green,Nicolas Cage,117,2,4000000,371897,6.9,36494,118,232,234,11000,12000,13607
2414,Shooting Fish,1997,Stefan Schwartz,Peter McNamara,99,3,3000000,302204,6.6,6705,53,43,13,167,419,975
2415,Prison,1987,Renny Harlin,Viggo Mortensen,102,0,1300000,354704,5.9,2705,38,68,212,314,10000,11083
2416,Psycho Beach Party,2000,Robert Lee King,Lauren Ambrose,85,1,1500000,265107,6.3,4617,93,51,0,614,945,2282
2417,The Big Tease,1999,Kevin Allen,Craig Ferguson,86,1,4000000,185577,6.3,2133,31,33,8,182,759,2805
2418,Trust,2010,David Schwimmer,Noah Emmerich,106,0,9500000,58214,7.0,34224,137,109,0,10000,617,916
2419,An Everlasting Piece,2000,Barry Levinson,Anna Friel,103,4,14000000,75078,6.3,1398,26,34,272,132,736,1403
2420,Among Giants,1998,Sam Miller,Rachel Griffiths,93,1,2500000,64359,5.9,811,26,31,12,108,578,643
2421,Adore,2013,Anne Fontaine,Robin Wright,112,0,16000000,317125,6.2,23334,87,141,105,0,18000,25269
2422,Stake Land,2010,Jim Mickle,Connor Paolo,98,1,650000,18469,6.5,34263,141,215,53,0,530,1038
2423,The Last Time I Committed Suicide,1997,Stephen Kay,Keanu Reeves,92,1,4000000,12836,5.8,1686,28,12,19,161,18000,20135
2424,Inescapable,2012,Ruba Nadda,Saad Siddiqui,93,3,4000000,4063,5.2,2086,20,36,55,657,223,242
2425,Desert Dancer,2014,Richard Raymond,Tom Cullen,104,0,4000000,143653,6.0,1177,10,31,10,0,507,1281
2426,Defendor,2009,Peter Stebbings,Michael Kelly,95,0,3500000,37606,6.8,31836,90,78,89,0,963,2658
2427,The History Boys,2006,Nicholas Hytner,Dominic Cooper,109,0,2000000,2706659,6.9,17770,172,112,13,0,3000,5977
2429,The Full Monty,1997,Peter Cattaneo,Tom Wilkinson,91,3,3500000,45857453,7.2,82232,174,122,11,0,1000,2323
2430,Airplane!,1980,Jim Abrahams,Peter Graves,88,0,3500000,83400000,7.8,160281,427,134,104,16000,628,2726
2431,Friday,1995,F. Gary Gray,Nia Long,97,1,3500000,27900000,7.3,74626,157,20,473,8000,826,3455
2432,Menace II Society,1993,Albert Hughes,Jada Pinkett Smith,97,2,3500000,27900000,7.5,39508,96,28,117,0,851,3036
2433,Creepshow 2,1987,Michael Gornick,George Kennedy,85,0,3500000,14000000,6.0,15956,118,95,10,1000,3000,3617
2434,The Witch,2015,Robert Eggers,Julian Richings,92,0,3500000,25138292,6.8,66483,452,425,22,43000,648,1122
2435,I Got the Hook Up,1998,Michael Martin,Joe Estevez,93,2,3500000,10305534,3.9,1721,38,19,0,280,625,987
2436,She's the One,1996,Edward Burns,John Mahoney,96,2,3500000,9449219,6.1,13949,98,43,0,453,385,995
2437,Gods and Monsters,1998,Bill Condon,Brendan Fraser,105,2,3500000,6390032,7.5,24977,229,127,386,0,3000,4238
2438,Evil Dead II,1987,Sam Raimi,Ted Raimi,37,0,3600000,5923044,7.8,113451,537,252,0,0,634,1347
2439,Pootie Tang,2001,Louis C.K.,Wanda Sykes,81,0,3000000,3293258,5.2,11399,131,31,0,0,560,2238
2440,Ira & Abby,2006,Robert Cary,Frances Conroy,101,3,3500000,220234,6.5,1950,24,30,0,360,827,3574
2442,Winter Passing,2005,Adam Rapp,Zooey Deschanel,98,4,3500000,101228,6.4,7228,53,50,9,414,11000,20009
2443,D.E.B.S.,2004,Angela Robinson,Jordana Brewster,91,3,3500000,96793,5.3,12188,135,50,23,1000,4000,6380
2444,The Masked Saint,2016,Warren P. Sonoda,Diahann Carroll,105,0,3500000,123777,4.7,342,15,9,28,0,426,1043
2445,Time to Choose,2015,Charles Ferguson,Jane Goodall,100,0,3500000,29233,7.0,75,2,6,117,121,21,24
2446,Margin Call,2011,J.C. Chandor,Kevin Spacey,107,8,3500000,5354039,7.1,92599,225,290,78,21000,18000,22834
2447,Choke,2008,Clark Gregg,Anjelica Huston,92,0,3000000,2926565,6.5,28573,72,159,0,0,1000,3608
2448,Whiplash,2014,Damien Chazelle,J.K. Simmons,107,0,3300000,13092000,8.5,399138,731,535,141,129000,24000,26495
2449,Human Traffic,1999,Justin Kerrigan,Danny Dyer,99,2,2200000,104257,7.1,19194,160,47,8,0,798,1430
2450,Bella,2006,Alejandro Monteverde,Armando Riesco,91,0,3300000,8108247,7.4,9607,174,60,38,0,625,2747
2451,Dreaming of Joseph Lees,1999,Eric Styles,Samantha Morton,92,0,2000000,7680,6.4,704,18,16,4,100,631,2020
2452,Beginners,2010,Mike Mills,Goran Visnjic,105,4,3200000,5776314,7.2,73349,142,261,101,15000,1000,2016
2453,Trainspotting,1996,Danny Boyle,Kelly Macdonald,94,4,3500000,16501785,8.2,469561,514,134,0,21000,2000,3559
2454,The Original Kings of Comedy,2000,Spike Lee,Bernie Mac,115,0,3000000,38168022,6.6,4687,83,53,0,290,1000,1964
2455,Paranormal Activity 2,2010,Tod Williams,Sprague Grayden,98,0,3000000,84749884,5.7,82133,359,264,21,14000,438,1081
2456,Waking Ned Devine,1998,Kirk Jones,James Nesbitt,91,0,3000000,24788807,7.4,21245,213,94,52,0,773,1965
2457,A Nightmare on Elm Street 2: Freddy's Revenge,1985,Jack Sholder,Clu Gulager,87,0,2200000,30000000,5.4,43485,327,138,28,0,426,1472
2458,A Room with a View,1985,James Ivory,Julian Sands,117,0,3000000,20966644,7.4,29610,94,55,133,0,687,1665
2459,The Purge,2013,James DeMonaco,Rhys Wakefield,85,0,3000000,64423650,5.7,139329,578,361,65,31000,942,3708
2460,Sinister,2012,Scott Derrickson,Danielle Kotch,110,0,3000000,48056940,6.8,155153,524,411,301,58000,1000,2239
2461,Martin Lawrence Live: Runteldat,2002,David Raynr,Nancy O'Dell,113,1,3000000,19184015,5.4,1466,35,24,9,63,71,159
2462,Air Bud,1997,Charles Martin Smith,Kevin Zegers,98,0,3000000,24629916,5.1,12942,34,35,188,902,2000,4277
2463,Jason Lives: Friday the 13th Part VI,1986,Tom McLoughlin,Tony Goldwyn,86,0,3000000,19472057,5.9,25332,307,158,41,0,956,1862
2464,Spaced Invaders,1990,Patrick Read Johnson,Ariana Richards,100,1,3000000,15369573,5.3,2580,54,16,32,710,610,1441
2465,Jason Goes to Hell: The Final Friday,1993,Adam Marcus,Kane Hodder,91,0,2500000,15935068,4.3,19331,317,112,18,949,935,2899
2466,Dave Chappelle's Block Party,2005,Michel Gondry,Common,100,0,3000000,11694528,7.2,7721,72,114,1000,635,989,2165
2467,Next Day Air,2009,Benny Boom,Omari Hardwick,84,3,3000000,10017041,5.9,8265,20,49,23,545,1000,4815
2468,Phat Girlz,2006,Nnegest Likk,Mo'Nique,99,0,3000000,7059537,3.0,8279,101,37,18,837,939,2321
2469,Before Midnight,2013,Richard Linklater,Seamus Davey-Fitzpatrick,109,1,3000000,8114507,7.9,95362,270,405,0,62000,140,328
2470,Teen Wolf Too,1987,Christopher Leitch,John Astin,95,1,3000000,7888703,3.2,8465,65,29,4,491,641,1389
2471,Phantasm II,1988,Don Coscarelli,Angus Scrimm,97,1,3000000,7282851,6.5,9502,100,81,152,812,674,1395
2472,Real Women Have Curves,2002,Patricia Cardoso,America Ferrera,90,1,3000000,5844929,7.0,6000,109,75,15,595,953,2510
2473,East Is East,1999,Damien O'Donnell,Archie Panjabi,96,0,1900000,4170647,6.9,14548,161,82,70,1000,883,1616
2474,Whipped,2000,Peter M. Cohen,Callie Thorne,82,1,3000000,4142507,4.4,3665,81,48,0,131,472,858
2475,Kama Sutra: A Tale of Love,1996,Mira Nair,Indira Varma,109,0,3000000,4109095,6.0,8239,92,33,300,0,729,1292
2476,Warlock: The Armageddon,1993,Anthony Hickox,Julian Sands,98,0,3000000,3902679,5.3,3943,49,22,16,217,687,1806
2477,8 Heads in a Duffel Bag,1997,Tom Schulman,Kristy Swanson,95,0,3000000,3559990,5.3,8005,49,30,45,417,578,1363
2478,Thirteen Conversations About One Thing,2001,Jill Sprecher,Matthew McConaughey,104,2,4500000,3287435,7.1,8603,115,79,11,430,11000,12250
2479,Jawbreaker,1999,Darren Stein,Julie Benz,87,3,3500000,3071947,5.4,18711,183,49,18,0,3000,9555
2480,Basquiat,1996,Julian Schnabel,Gary Oldman,108,4,3300000,2961991,6.9,15885,78,42,232,0,10000,11459
2481,Happiness,1998,Todd Solondz,Philip Seymour Hoffman,134,9,3000000,3000000,7.8,55329,499,148,377,0,22000,36859
2482,DysFunktional Family,2003,George Gallo,Eddie Griffin,89,1,3000000,2223990,6.6,761,14,23,269,26,489,539
2483,Letters to God,2010,David Nixon,Robyn Lively,110,0,3500000,2848578,6.3,3942,65,19,13,0,439,1567
2484,Hobo with a Shotgun,2011,Jason Eisener,Gregory Smith,86,4,3000000,703002,6.1,37495,230,272,59,37000,694,1249
2485,Bachelorette,2012,Leslye Headland,Kirsten Dunst,87,3,3000000,418268,5.3,37156,129,156,21,0,4000,8353
2486,Tim and Eric's Billion Dollar Movie,2012,Tim Heidecker,Michael Gross,93,3,3000000,200803,5.3,7988,71,82,78,0,536,1467
2488,Fort McCoy,2011,Kate Connor,Johnny Pacar,100,1,3000000,73678,5.9,266,8,8,27,348,1000,4374
2489,Chain Letter,2009,Deon Taylor,Matt Cohen,88,0,5000000,143000,4.1,4122,48,63,26,0,487,1495
2490,Just Looking,1999,Jason Alexander,Gretchen Mol,97,1,3000000,39852,6.7,1238,25,20,700,117,599,1030
2491,Tanner Hall,2009,Francesca Gregorini,Tom Everett Scott,96,2,3000000,5005,5.9,2280,14,21,15,448,433,1929
2492,Boynton Beach Club,2005,Susan Seidelman,Dyan Cannon,105,8,1500000,3123749,6.5,746,27,35,39,88,267,1231
2493,Freakonomics,2010,Heidi Ewing,Greg Crowe,93,0,3000000,100675,6.4,5695,23,73,4,0,875,2305
2494,Hustle & Flow,2005,Craig Brewer,Isaac Hayes,116,1,8000000,22201636,7.4,33567,206,159,153,0,275,727
2495,Friday the 13th Part VII: The New Blood,1988,John Carl Buechler,Kane Hodder,88,0,2800000,19170001,5.3,21359,270,110,152,0,935,1855
2496,Young Frankenstein,1974,Mel Brooks,Madeline Kahn,106,0,2800000,86300000,8.0,112671,315,129,0,14000,1000,2703
2497,Diary of the Dead,2007,George A. Romero,Megan Park,95,0,2000000,952620,5.7,40800,332,280,0,0,569,1797
2498,Ulee's Gold,1997,Victor Nunez,Peter Fonda,113,1,2700000,9054736,7.1,5744,57,61,9,381,402,787
2499,Blazing Saddles,1974,Mel Brooks,Madeline Kahn,93,0,2600000,119500000,7.8,95294,363,121,0,12000,1000,4701
2500,Friday the 13th: The Final Chapter,1984,Joseph Zito,Judie Aronson,97,0,1800000,32600000,5.9,29488,326,166,17,0,158,467
2501,Maurice,1987,James Ivory,Rupert Graves,140,1,2600000,3130592,7.8,10755,69,29,133,963,443,1269
2502,Beer League,2006,Frank Sebastiano,Joe Lo Truglio,86,2,2800000,475000,6.0,6930,53,20,3,323,833,2753
2503,A Haunted House,2013,Michael Tiddes,Essence Atkins,86,6,2500000,40041683,5.1,34620,107,129,89,0,713,3421
2504,2016: Obama's America,2012,Dinesh D'Souza,Barack Obama,87,0,2500000,33349949,5.1,9010,199,30,67,0,871,1111
2506,That Thing You Do!,1996,Tom Hanks,Tom Hanks,149,6,26000000,25809813,6.9,50311,212,75,15000,0,15000,28713
2507,Halloween III: Season of the Witch,1982,Tommy Lee Wallace,Tom Atkins,98,0,2500000,14400000,4.6,28589,532,162,24,0,381,684
2508,Kevin Hart: Let Me Explain,2013,Leslie Small,David Jason Perez,75,0,2500000,32230907,6.7,6062,30,26,15,0,1000,1385
2509,My Own Private Idaho,1991,Gus Van Sant,Keanu Reeves,104,2,2500000,6401336,7.1,36996,153,63,835,0,18000,19923
2510,Garden State,2004,Zach Braff,Armando Riesco,102,3,2500000,26781723,7.6,187595,978,205,0,0,625,1655
2511,Before Sunrise,1995,Richard Linklater,Hanno Pschl,105,1,2500000,5400000,8.1,183288,395,121,0,22000,15,36
2512,Jesus' Son,1999,Alison Maclean,Billy Crudup,107,1,2500000,1282084,7.0,6221,87,74,7,500,745,2125
2513,Robot & Frank,2012,Jake Schreier,Frank Langella,89,3,2500000,3325638,7.1,52509,84,252,14,13000,902,1980
2514,The Spectacular Now,2013,James Ponsoldt,Shailene Woodley,95,1,2500000,6851969,7.1,105591,178,220,53,10000,8000,10040
2515,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,Randall Miller,William Hurt,34,0,34000,333658,7.1,97,2,1,19,16,882,1967
2516,Religulous,2008,Larry Charles,Bill Maher,101,1,2500000,12995673,7.7,52286,345,197,119,24000,334,338
2517,Fuel,2008,Joshua Tickell,Larry David,112,0,2500000,173783,7.6,578,34,14,9,588,860,1252
2518,Valley of the Heart's Delight,2006,Tim Boxell,Bruce McGill,100,7,2500000,118666,6.6,91,3,3,10,144,655,1064
2520,Eye of the Dolphin,2006,Michael D. Sellers,Katharine Ross,100,1,2500000,71904,5.7,806,18,18,0,140,640,1491
2521,8: The Mormon Proposition,2010,Reed Cowan,Dustin Lance Black,80,0,2500000,99851,7.1,1138,30,28,0,0,191,210
2522,The Other End of the Line,2008,James Dodson,Larry Miller,106,2,14000000,115504,6.2,4820,26,22,8,0,611,1739
2523,Super,2010,James Gunn,Linda Cardellini,96,0,2500000,322157,6.8,61787,203,238,571,19000,2000,4590
2524,Get on the Bus,1996,Spike Lee,Bernie Mac,120,10,2400000,5731103,6.8,4100,35,28,0,352,1000,5963
2525,This Is England,2006,Shane Meadows,Stephen Graham,101,0,1500000,327919,7.7,99177,192,172,222,11000,1000,3282
2526,Go for It!,2011,Carmen Marron,Jossara Jinaro,105,0,2450000,178739,3.9,1015,10,8,29,566,847,1668
2527,Friday the 13th Part III,1982,Steve Miner,Richard Brooker,91,0,4000000,36200000,5.7,31952,372,235,49,0,72,174
2528,Friday the 13th: A New Beginning,1985,Danny Steinmann,Tiffany Helm,92,0,2200000,21300000,4.7,22521,342,160,13,1000,42,170
2529,The Last Sin Eater,2007,Michael Landon Jr.,Henry Thomas,117,0,2200000,379643,5.9,1573,29,18,84,285,861,2161
2530,Do You Believe?,2015,Jon Gunn,Alexa PenaVega,120,5,2300000,12985267,5.9,4977,63,11,16,13000,2000,6752
2531,Mi America,2015,Robert Fontaine,Michael Derek,125,0,2100000,3330,7.2,22,1,4,7,305,128,214
2532,The Toxic Avenger Part II,1989,Michael Herz,Phoebe Legere,96,2,2300000,792966,5.1,4663,40,49,6,321,40,99
2533,It Follows,2014,David Robert Mitchell,Maika Monroe,100,0,2000000,14673301,6.9,112899,631,533,421,45000,314,1062
2534,Mad Max 2: The Road Warrior,1981,George Miller,Vernon Wells,87,0,2000000,9003011,7.6,133966,294,177,750,0,745,1396
2535,Boys Don't Cry,1999,Kimberly Peirce,Alicia Goranson,118,0,2000000,11533945,7.6,77551,434,123,108,0,173,563
2536,Courageous,2011,Alex Kendrick,Ben Davies,129,7,2000000,34522221,7.0,15401,175,34,589,10000,690,2300
2537,Smoke Signals,1998,Chris Eyre,Michael Greyeyes,89,3,2000000,6719300,7.2,8224,132,56,149,0,912,3163
2538,Before Sunset,2004,Richard Linklater,Vernon Dobtcheff,80,0,2700000,5792822,8.0,168398,492,211,0,13000,50,65
2539,Thirteen,2003,Catherine Hardwicke,Holly Hunter,100,2,1500000,4599680,6.8,68222,545,126,308,0,1000,2186
2540,Me and You and Everyone We Know,2005,Miranda July,Najarra Townsend,91,0,2000000,3885134,7.4,31130,243,151,244,0,538,1349
2541,We Are Your Friends,2015,Max Joseph,Vanessa Lengies,96,0,2000000,3590010,6.1,20885,60,158,31,0,804,3013
2542,Harsh Times,2005,David Ayer,J.K. Simmons,116,2,2000000,3335839,7.0,54657,222,118,453,0,24000,50313
2543,Captive,2015,Jerry Jameson,David Oyelowo,97,1,2000000,2557668,5.3,3911,22,39,5,0,1000,2739
2544,Full Frontal,2002,Steven Soderbergh,Julia Roberts,101,0,2000000,2506446,4.7,8662,172,108,0,134,8000,11327
2545,Witchboard,1986,Kevin Tenney,Kathleen Wilhoite,98,1,2000000,7369373,5.7,4288,74,65,85,0,265,901
2547,Shortbus,2006,John Cameron Mitchell,Sook-Yin Lee,101,3,2000000,1984378,6.5,27346,206,160,263,0,71,226
2548,"The Book of Mormon Movie, Volume 1: The Journey",2003,Gary Rogers,Noah Danby,120,1,2000000,1098224,3.3,397,30,7,0,32,178,359
2549,No End in Sight,2007,Charles Ferguson,Campbell Scott,102,0,2000000,1430185,8.3,7314,55,79,117,0,393,446
2550,The Diary of a Teenage Girl,2015,Marielle Heller,Alexander Skarsgrd,102,3,2000000,1477002,6.9,16645,72,168,22,0,10000,11184
2551,In the Shadow of the Moon,2007,David Sington,John F. Kennedy,100,0,2000000,1134049,8.1,5475,44,107,90,0,168,408
2552,Inside Deep Throat,2005,Fenton Bailey,Hugh M. Hefner,89,0,2000000,653621,6.8,5615,64,123,13,592,373,1136
2553,The Virginity Hit,2010,Huck Botko,Matt Bennett,86,0,3400000,535249,4.6,3467,13,46,10,974,189,768
2554,Six-String Samurai,1998,Lance Mungia,Jeffrey Falcon,91,1,2000000,124494,6.7,5613,102,51,4,0,33,36
2555,Saint John of Las Vegas,2009,Hue Rhodes,Peter Dinklage,85,1,3800000,100669,5.8,2522,11,45,0,407,22000,36885
2556,Stonewall,2015,Roland Emmerich,Jeremy Irvine,129,0,13500000,186354,4.5,1758,30,74,776,0,25000,26176
2557,The Missing Person,2009,Noah Buschel,Merritt Wever,95,3,1500000,17580,6.2,1268,23,66,8,195,529,2749
2558,London,2005,Hunter Richards,Jason Statham,92,2,14000,12667,6.6,19336,90,34,11,0,26000,39518
2559,Sherrybaby,2006,Laurie Collyer,Brad William Henke,96,1,2000000,198407,6.6,10282,78,78,38,474,363,774
2561,Gangster's Paradise: Jerusalema,2008,Ralph Ziman,Rapulana Seiphemo,119,2,2000000,4958,7.8,9689,23,30,5,1000,29,86
2562,The Ghastly Love of Johnny X,2012,Paul Bunnell,Kate Maberly,106,2,2000000,2436,5.7,344,19,94,5,655,416,1611
2563,River's Edge,1986,Tim Hunter,Keanu Reeves,99,2,1900000,4600000,7.1,11763,111,45,28,0,18000,19649
2564,Northfork,2003,Michael Polish,Peter Coyote,103,0,1900000,1420578,6.4,4894,122,60,35,298,548,2389
2566,Man on Wire,2008,James Marsh,Paul McGill,90,0,1000000,2957978,7.8,40481,134,194,120,0,41,68
2567,Brotherly Love,2015,Jamal Hill,Logan Browning,89,6,1900000,444044,7.2,744,19,10,47,1000,628,4249
2568,Beasts of the Southern Wild,2012,Benh Zeitlin,Quvenzhan Wallis,93,0,1800000,12784397,7.3,70336,269,663,188,31000,2000,2658
2569,Songcatcher,2000,Maggie Greenwald,Aidan Quinn,109,1,1800000,3050934,7.3,2794,78,39,9,0,767,2187
2570,The Greatest Movie Ever Sold,2011,Morgan Spurlock,Quentin Tarantino,90,1,1500000,638476,6.6,13223,45,130,293,0,16000,32405
2571,May,2002,Lucky McKee,James Duval,93,1,500000,145540,6.7,26773,277,114,75,0,701,2489
2572,In the Bedroom,2001,Todd Field,Tom Wilkinson,138,1,1700000,35918429,7.5,32415,510,179,143,951,1000,3970
2573,I Spit on Your Grave,2010,Steven R. Monroe,Sarah Butler,105,0,2000000,92401,6.3,56402,209,225,68,17000,635,2423
2574,"Happy, Texas",1999,Mark Illsley,Ally Walker,98,3,1700000,1943649,6.3,8697,122,77,3,374,349,2095
2575,My Summer of Love,2004,Pawel Pawlikowski,Paddy Considine,86,0,1700000,992238,6.8,16349,103,124,84,869,680,763
2576,Yes,2004,Sally Potter,Shirley Henderson,100,0,1000000,396035,6.9,2725,48,76,87,305,887,2721
2577,Foolish,1999,Dave Meyers,Eddie Griffin,84,0,2000000,6026908,4.3,536,13,16,11,43,489,2196
2578,I Love Your Work,2003,Adam Goldberg,Judy Greer,111,2,1650000,2580,5.4,1618,40,22,1000,63,2000,2564
2580,Waitress,2007,Adrienne Shelly,Lew Temple,108,1,2000000,19067631,7.1,37714,204,173,191,0,597,1981
2581,Bloodsport,1988,Newt Arnold,Bolo Yeung,92,1,1100000,11806119,6.8,57578,210,61,15,0,633,1168
2582,Kids,1995,Larry Clark,Rosario Dawson,91,1,1500000,7417210,7.0,59041,408,71,184,0,3000,3310
