movie_title,title_year,genres,plot_keywords,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language,country,facenumber_in_poster,aspect_ratio,content_rating,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes
The Other Side of Heaven,2001,Adventure|Biography|Drama,1950s|idaho|love|missionary|mormon,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,Mitch Davis,Anne Hathaway,Nathaniel Lees,Miriama Smith,Color,113,English,USA,2,1.85,PG,7000000,4720371,6.5,3203,85,27,7,650,11000,43,35,11116
Redbelt,2008,Drama|Sport,bar|debt|fight|instructor|jujitsu,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,David Mamet,Alice Braga,Randy Couture,Jose Pablo Cantillo,Color,99,English,USA,0,2.35,R,7000000,2344847,6.8,18561,119,158,342,0,1000,518,501,2158
Cyrus,2010,Comedy|Drama|Romance,21 year old|forename as title|musician|party|rearview mirror,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,Jay Duplass,Matt Walsh,Tim Guinee,Katie Aselton,Color,91,English,USA,2,1.85,R,7000000,7455447,6.3,29967,126,223,157,0,490,259,224,1136
A Dog of Flanders,1999,Drama|Family,artist|box office flop|dog|drawing|flanders,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden,Color,100,English,USA,0,1.85,PG,7000000,2148212,6.3,781,20,25,0,157,655,476,359,1906
Auto Focus,2002,Biography|Crime|Drama,friendship|photography|radio|sex addict|video,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,Paul Schrader,Ed Begley Jr.,Michael McKean,Kurt Fuller,Color,105,English,USA,3,1.85,R,7000000,2062066,6.6,11387,147,97,261,357,783,658,617,2684
Factory Girl,2006,Biography|Drama,andy warhol|female nudity|public nudity|singer|socialite,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,Color,99,English,USA,0,1.85,R,7000000,1654367,6.4,18355,106,117,60,3000,4000,787,628,6526
We Need to Talk About Kevin,2011,Drama|Thriller,archery|defiance|mental illness|psychopath|toilet training,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,Lynne Ramsay,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,Color,112,English,UK,0,2.35,R,7000000,1738692,7.5,95529,301,389,159,38000,3000,294,77,3547
The Mighty Macs,2009,Drama|Sport,basketball|catholic|coach|college|nun,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,Tim Chambers,Ellen Burstyn,Marley Shelton,Jennifer Butler,Color,99,English,USA,2,2.35,G,7000000,1889522,6.5,1119,12,34,2,797,1000,690,455,2589
Mother and Child,2009,Drama|Romance,adoption|baby|girl|lawyer|sex,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,Rodrigo Garca,Naomi Watts,Jimmy Smits,Carla Gallo,Color,125,English,USA,6,2.35,R,4825000,1110286,7.2,9727,65,161,127,0,6000,941,798,8876
March or Die,1977,Adventure|Drama|Romance|War,arab|bare chested male|foreign legion|french foreign legion|morocco,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,Dick Richards,Catherine Deneuve,Terence Hill,Jack O'Halloran,Color,107,English,UK,1,1.85,PG,9000000,1000000,6.3,2215,26,6,6,122,963,750,375,2209
Somewhere,2010,Comedy|Drama,actor|boredom|luxury hotel|party|trip,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,Sofia Coppola,Nathalie Fay,Chris Pontius,Erin Wasson,Color,97,English,USA,0,1.85,R,7000000,1768416,6.3,35848,198,301,0,0,227,218,106,684
Hesher,2010,Drama,bully|car|car accident|fire|vomiting,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,Spencer Susser,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,Color,106,English,USA,0,2.35,R,7000000,382946,7.1,43965,99,134,58,19000,23000,20000,973,44969
Gerry,2002,Adventure|Drama|Mystery,desert|friend|friendship|minimal dialogue|water,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,Gus Van Sant,Matt Damon,Casey Affleck,,Color,103,English,USA,0,2.35,R,3500000,236266,6.2,15104,290,103,835,0,13000,0,,13000
The Heart of Me,2002,Drama|Romance,1930s|car accident|hospital|marital rape|painter,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,Thaddeus O'Sullivan,Olivia Williams,Luke Newberry,Eleanor Bron,Color,96,English,UK,3,1.85,R,7000000,196067,6.7,1966,25,39,5,97,766,358,52,1251
Freeheld,2015,Biography|Drama|Romance,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,Peter Sollett,Steve Carell,Josh Charles,Luke Grimes,Color,103,English,USA,0,1.85,PG-13,7000000,532988,6.5,5863,25,133,6,0,7000,1000,935,9660
The Extra Man,2010,Comedy,co worker|escort|magazine|teacher|writer,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,Shari Springer Berman,Lynn Cohen,Marian Seldes,Dan Hedaya,Color,108,English,USA,4,2.35,R,7000000,453079,5.9,4124,29,104,30,916,474,403,281,2029
Ca$h,2010,Comedy|Crime|Thriller,cash|financial problem|heist|land rover|mortgage,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,Stephen Milburn Anderson,Chris Hemsworth,Mike Starr,Paul Sanchez,Color,118,English,USA,2,1.85,R,7000000,46451,6,7663,38,27,0,694,26000,854,410,27756
Wah-Wah,2005,Drama,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,Richard E. Grant,Emily Watson,Julie Walters,Miranda Richardson,Color,97,English,UK,3,2.35,R,7000000,233103,6.9,2670,50,49,554,311,876,838,530,2544
Pale Rider,1985,Western,gold|miner|preacher|prospector|sheriff,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,Clint Eastwood,Clint Eastwood,Chris Penn,Sydney Penny,Color,115,English,USA,0,2.35,R,6900000,41400000,7.3,39451,138,38,16000,0,16000,455,240,17209
Dazed and Confused,1993,Comedy,football|hazing|high school|last day of school|pledge,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,Richard Linklater,Milla Jovovich,Adam Goldberg,Cole Hauser,Color,102,English,USA,1,1.85,R,6900000,7993039,7.7,120036,408,152,0,10000,14000,1000,787,18643
The Chumscrubber,2005,Comedy|Drama,chumscrubber|death|friend|pills|school,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,Arie Posin,Rory Culkin,John Heard,Tim DeKay,Color,108,English,USA,1,2.35,R,6800000,49526,7,16299,129,74,3,1000,710,697,436,2119
Shade,2003,Crime|Thriller,bar|strip club|stripper|texas hold 'em|thong,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,Damian Nieman,Glenn Plummer,Jason Cerbone,Mark De Alessandro,Color,101,English,USA,8,2.35,R,6800000,10696,6.4,10771,65,25,0,413,240,83,83,490
Annabelle,2014,Horror|Mystery,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,John R. Leonetti,Alfre Woodard,Annabelle Wallis,Gabriel Bateman,Color,99,English,USA,0,2.35,R,6500000,84263837,5.4,81699,291,271,40,45000,1000,421,300,2323
Bran Nue Dae,2009,Comedy|Drama|Musical,australia|journey|love|priest|traveling,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,Rachel Perkins,Deborah Mailman,Magda Szubanski,Jessica Mauboy,Color,88,English,Australia,7,2.35,PG-13,6500000,110029,6.3,1388,31,33,3,479,46,46,38,225
Boyz n the Hood,1991,Crime|Drama,drugs|escape|football|friend|violence,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,John Singleton,John Cothran,Lloyd Avery II,Na'Blonka Durden,Color,112,English,USA,2,1.85,R,6000000,57504069,7.8,94139,183,64,309,0,27,26,15,106
La Bamba,1987,Biography|Drama|Music,crash|hispanic|interracial relationship|interracial romance|racism,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,Luis Valdez,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,Color,108,English,USA,1,1.85,PG-13,6500000,54215416,6.8,21409,63,18,7,0,699,63,51,936
Dressed to Kill,1980,Mystery|Romance|Thriller,apartment|elevator|murder|psychiatrist|sunglasses,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,Brian De Palma,Angie Dickinson,David Margulies,Nancy Allen,Color,104,English,USA,0,2.35,X,6500000,31899000,7.1,23986,201,121,0,0,754,567,517,2442
The Adventures of Huck Finn,1993,Adventure|Comedy|Drama|Family,boy|lesson|mississippi river|river|slave,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,Stephen Sommers,Curtis Armstrong,Frances Conroy,Anne Heche,Color,108,English,USA,0,1.85,PG,6500000,24103594,6.2,6384,54,14,208,391,876,827,689,4840
Go,1999,Comedy|Crime,drug deal|drugs|sex|sex on stairs|strip club,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf,Color,102,English,USA,3,2.35,R,6500000,16842303,7.3,59474,418,137,218,0,900,563,376,2475
Friends with Money,2006,Comedy|Drama|Romance,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,Nicole Holofcener,Greg Germann,Marin Hinkle,Jake Cherry,Color,88,English,USA,2,2.35,R,6500000,13367101,5.9,19715,166,111,132,515,435,230,180,1140
Bats,1999,Horror|Sci-Fi|Thriller,animal attack|bat|creature feature|experiment|mad scientist,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,Louis Morneau,Leon,Bob Gunton,Ned Bellamy,Color,91,English,USA,0,2.35,PG-13,6500000,10149779,3.6,8294,160,97,38,342,730,461,91,1405
Shame,2011,Drama,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,Steve McQueen,Michael Fassbender,Nicole Beharie,James Badge Dale,Color,101,English,UK,0,2.35,NC-17,6500000,4000304,7.3,145395,375,486,0,23000,13000,898,726,15230
Layer Cake,2004,Crime|Drama|Thriller,cake|cocaine|drugs|pills|serbian,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,Matthew Vaughn,Tom Hardy,Sally Hawkins,Jamie Foreman,Color,105,English,UK,1,2.35,R,4000000,2338695,7.4,134070,263,149,905,0,27000,594,466,29277
The Work and the Glory II: American Zion,2005,Drama|Western,estrangement|missouri|mormon|mormon church|mormon temple,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong,Color,100,English,USA,2,2.35,PG-13,6500000,2024854,6.6,564,21,4,0,19,1000,373,266,1942
The East,2013,Drama|Thriller,anarchist|corporation|greedy institution|vomiting|watching television,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,Zal Batmanglij,Alexander Skarsgrd,Julia Ormond,Jason Ritter,Color,116,English,UK,4,2.35,PG-13,6500000,2268296,6.9,41856,119,200,129,12000,10000,918,782,13180
A Home at the End of the World,2004,Drama|Romance,hand job|hugging|long hair|new york city|two men one woman,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,Michael Mayer,Robin Wright,Matt Frewer,Sissy Spacek,Color,97,English,USA,2,2.35,R,6500000,1029017,6.8,12049,135,84,15,1000,18000,986,874,21107
Aberdeen,2000,Drama,death|ferry|lawyer|norway|vomiting,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,Hans Petter Moland,Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgrd,Color,106,English,UK,0,1.85,,6500000,64148,7.3,2601,35,28,19,260,844,2,0,846
The Messenger,2009,Drama|Romance|War,captain|casualty notification|casualty notification team|sergeant|staff sergeant,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,Oren Moverman,Steve Buscemi,Yaya DaCosta,Eamonn Walker,Color,105,English,USA,0,2.35,R,6500000,66637,7.2,29608,92,217,38,0,12000,712,706,14462
Control,2007,Biography|Drama|Music,band|employment agency|singer|stage fright|suicide,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,Anton Corbijn,Sam Riley,Samantha Morton,Alexandra Maria Lara, Black and White,122,English,UK,1,2.35,R,4500000,871577,7.7,51353,143,183,210,13000,845,631,471,2614
The Terminator,1984,Action|Sci-Fi,cyborg|future war|robot|shootout in a police station|urban setting,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,James Cameron,Michael Biehn,Brian Thompson,Paul Winfield,Color,107,English,UK,1,1.85,R,6500000,38400000,8.1,600266,692,204,0,13000,2000,663,255,3582
The Damned United,2009,Biography|Drama|Sport,cup|derby county|flashback|football|leeds united,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,Tom Hooper,Stephen Graham,Mark Bazeley,Maurice Roves,Color,98,English,UK,2,1.85,R,10000000,449558,7.6,32307,75,145,0,0,1000,54,27,1163
Mallrats,1995,Comedy|Romance,comic|ex girlfriend|jay and silent bob|mall|teenager,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,Color,123,English,USA,6,1.85,R,6000000,2122561,7.2,99033,434,93,0,0,1000,898,781,3254
Fahrenheit 9/11,2004,Documentary|Drama|War,anti war|interview|iraq|paranoia|war on terrorism,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,Color,122,English,USA,0,1.85,R,6000000,119078393,7.5,113152,1416,288,909,0,503,328,282,1448
Ordinary People,1980,Drama,choir|death|friend|suicide|therapy,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,Robert Redford,Adam Baldwin,Elizabeth McGovern,Judd Hirsch,Color,124,English,USA,3,1.85,R,6000000,54800000,7.8,35130,283,62,0,0,2000,553,535,5122
Caddyshack,1980,Comedy|Sport,caddy|country club|golf course|gopher|nudity,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,Harold Ramis,Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,Color,98,English,USA,3,1.85,R,6000000,39800000,7.4,81599,250,71,11000,0,13000,573,484,14921
The Brothers,2001,Comedy|Drama,african american|commitment|friend|friendship|playboy,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,Gary Hardwick,Julie Benz,Tatyana Ali,Jenifer Lewis,Color,106,English,USA,4,1.85,R,6000000,27457409,6.3,3198,43,52,10,478,3000,685,578,6419
The Wood,1999,Comedy|Drama|Romance,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones,Color,106,English,USA,0,1.85,R,6000000,25047631,6.9,6585,50,18,44,990,865,405,328,2724
The Usual Suspects,1995,Crime|Drama|Mystery|Thriller,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,Color,106,English,USA,4,2.35,R,6000000,23272306,8.6,740918,1182,162,0,28000,18000,979,574,20821
A Nightmare on Elm Street 5: The Dream Child,1989,Fantasy|Horror|Romance|Thriller,child|comic book|dream|murderer|nightmare,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,Stephen Hopkins,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi, Black and White,89,English,USA,0,1.85,X,8000000,22168359,5.1,29659,227,88,81,1000,321,101,92,584
The Wrestler,2008,Drama|Sport,heart attack|stripper|supermarket|wrestler|wrestling,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,Darren Aronofsky,Mark Margolis,John D'Leo,Ajay Naidu,Color,109,English,USA,0,2.35,R,6000000,26236603,7.9,251349,547,391,0,10000,1000,245,120,1582
Best in Show,2000,Comedy,dog show|gay|gay character|gay couple|gay interest,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,Christopher Guest,John Michael Higgins,Catherine O'Hara,Michael McKean,Color,90,English,USA,9,1.85,PG-13,6000000,18621249,7.5,45859,340,119,378,0,957,925,658,4611
Escape from New York,1981,Action|Sci-Fi,1990s|police|prison|rescue|year 1997,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,John Carpenter,Donald Pleasence,Adrienne Barbeau,Tom Atkins,Color,106,English,UK,1,2.35,R,6000000,25244700,7.2,91017,284,201,0,0,742,602,381,2270
School Daze,1988,Comedy|Drama|Musical,beauty salon|black college|college|fraternity|sorority,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,Spike Lee,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,Color,121,English,USA,4,1.85,R,6500000,14545844,5.8,4756,38,22,0,624,413,282,182,1284
Mystic Pizza,1988,Comedy|Drama|Romance,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,Donald Petrie,Julia Roberts,Lili Taylor,Conchata Ferrell,Color,104,English,USA,4,1.85,R,6000000,12793213,6.2,18286,73,34,80,0,8000,960,658,10430
Sliding Doors,1998,Comedy|Drama|Fantasy|Romance,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch,Color,99,English,UK,1,1.85,R,9000000,11883495,6.8,52805,278,88,29,0,711,427,161,1462
Tales from the Hood,1995,Comedy|Horror|Thriller,child abuse|death|drugs|ku klux klan|police brutality,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,Color,98,English,USA,0,1.85,R,6000000,11797927,6.1,4582,52,25,38,985,1000,475,360,3221
The Last King of Scotland,2006,Biography|Drama|History|Thriller,1970s|assassination|doctor|scottish|ugandan,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,Kevin Macdonald,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Color,121,English,UK,1,2.35,R,6000000,17605861,7.7,145580,351,252,162,0,1000,149,25,1184
Halloween 5,1989,Horror|Thriller,cat|halloween|kitten|michael myers|psychotronic,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,Dominique Othenin-Girard,Donald Pleasence,Tamara Glynn,Troy Evans,Color,96,English,USA,1,1.85,X,3000000,11642254,5.2,22929,287,137,2,926,742,256,120,1308
Bernie,2011,Comedy|Crime|Drama,funeral|stockbroker|texas|vacation|widow,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,Richard Linklater,Matthew McConaughey,Brandon Smith,Rick Dial,Color,99,English,USA,1,1.85,PG-13,5000000,9203192,6.8,45396,136,231,0,15000,11000,106,84,11328
Dolphins and Whales 3D: Tribes of the Ocean,2008,Adventure|Documentary|Short,3d in title|animal in title|digit in title|dolphin|manatee,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,Jean-Jacques Mantello,Charlotte Rampling,Daryl Hannah,,Color,42,English,UK,0,1.78,,6000000,7518876,6.5,172,5,9,0,28,844,0,,844
Pollock,2000,Biography|Drama,1940s|artist|drinking|life magazine|painter,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,Ed Harris,John Heard,Bud Cort,Amy Madigan,Color,122,English,USA,0,1.85,R,6000000,8596914,7,23023,148,115,0,0,697,394,221,1517
200 Cigarettes,1999,Comedy|Drama|Romance,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Color,101,English,USA,5,1.85,R,6000000,6851636,5.9,13010,182,67,112,0,1000,744,612,2697
The Words,2012,Drama|Mystery|Romance|Thriller,american in paris|book|love|novel|writer,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,Brian Klugman,J.K. Simmons,Bradley Cooper,Olivia Wilde,Color,102,English,USA,1,1.85,PG-13,6000000,11434867,7.1,59637,130,216,49,21000,24000,14000,10000,51355
City Island,2009,Comedy|Drama,anger|family reunion|father son reunion|hugging|movie making,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,Raymond De Felitta,Ezra Miller,Curtiss Cook,Dominik Garca-Lorido,Color,104,English,USA,6,1.85,PG-13,6000000,6670712,7.4,27301,101,149,20,0,3000,591,130,3825
College,2008,Comedy,college|face slap|high school|loss of virginity|pierced nipple,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,Deb Hagan,Drake Bell,Alona Tal,Haley Bennett,Color,94,English,USA,0,1.85,R,6500000,4693919,4.6,11011,78,42,0,422,1000,1000,664,4484
The Virgin Suicides,1999,Drama|Romance,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,Color,90,English,USA,0,1.85,R,6000000,4859475,7.2,116910,520,152,0,0,4000,899,826,7103
Miss March,2009,Comedy|Romance,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,Zach Cregger,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Color,90,English,USA,2,1.85,R,6000000,4542775,5.1,18313,73,76,138,985,373,308,263,1831
Wish I Was Here,2014,Comedy|Drama,actor|dream sequence|genius recluse|jew|religion,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,Zach Braff,Jim Parsons,Josh Gad,Michael Weston,Color,106,English,USA,4,2.35,R,6000000,3588432,6.7,29341,93,149,0,0,17000,1000,379,18947
Hedwig and the Angry Inch,2001,Comedy|Drama|Music|Musical,band|rock band|sex change|song|transsexual,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Andrea Martin,Color,95,English,USA,0,1.85,R,6000000,3029081,7.8,26300,231,108,263,0,263,261,179,993
Only the Strong,1993,Action|Drama,capoeira|fight|fighting|martial arts|violence,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,Sheldon Lettich,Antoni Corone,Ryan Bollman,Todd Susman,Color,99,English,USA,1,1.85,PG-13,6000000,3273588,6.7,4195,50,17,23,0,97,91,82,382
Shattered Glass,2003,Drama|History,fabricated facts|journalist|stephen glass|the new republic|writer,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,Billy Ray,Hayden Christensen,Rosario Dawson,Cas Anvar,Color,99,English,USA,0,2.35,PG-13,6000000,2207975,7.2,28855,190,129,53,0,4000,3000,491,8297
Novocaine,2001,Comedy|Crime|Drama|Thriller,dentist|drugs|murder|sex|sunflower,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,David Atkins,Chelcie Ross,Lynne Thigpen,Polly Noonan,Color,95,English,USA,3,1.85,R,6000000,2025238,5.8,9589,105,84,8,289,244,230,15,489
The Wackness,2008,Comedy|Drama|Romance,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,Color,99,English,USA,2,2.35,R,6000000,2077046,7,27266,75,147,129,0,976,617,362,2748
Beastmaster 2: Through the Portal of Time,1991,Action|Adventure|Fantasy|Sci-Fi,beast|beastmaster|psychotronic|sword and sorcery|warrior,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer,Color,107,English,USA,2,1.85,PG-13,6000000,869325,3.8,2281,16,17,0,125,721,514,284,2000
The 5th Quarter,2010,Biography|Drama|Sport,athletic training|football practice|funeral|gymnasium|man crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Color,90,English,USA,2,1.85,PG,6000000,399611,5.7,1245,29,16,11,0,767,529,316,2370
The Greatest,2009,Drama|Romance,car crash|loss|self help group|teenage mother|title directed by female,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,Shana Feste,Jennifer Ehle,Zo Kravitz,Cara Seymour,Color,96,English,USA,2,2.35,R,6000000,115862,6.7,7394,50,63,19,0,1000,943,71,2163
Come Early Morning,2006,Drama|Romance,church|drink|knocking on a door|love|three word title,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,Color,97,English,USA,0,1.85,R,6000000,117560,6.2,2330,29,36,781,224,596,206,90,1081
Lucky Break,2001,Comedy|Crime|Romance,escape|prison|prison escape|sadism|solitary confinement,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara,Color,107,English,UK,0,2.35,PG-13,6000000,54606,6.2,1940,34,47,11,30,773,766,419,2440
"Surfer, Dude",2008,Comedy,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,S.R. Bindler,Matthew McConaughey,Scott Glenn,Sarah Wright,Color,85,English,USA,0,1.85,R,6000000,36497,4.7,7367,37,26,0,850,11000,826,499,14599
Deadfall,2012,Crime|Drama|Thriller,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,Stefan Ruzowitzky,Charlie Hunnam,Olivia Wilde,Sissy Spacek,Color,95,English,USA,1,2.35,R,12000000,65804,6.3,32512,86,162,24,0,16000,10000,874,27575
Song One,2014,Drama|Music,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,Kate Barker-Froyland,Anne Hathaway,Shawn Parsons,Li Jun Li,Color,86,English,USA,1,,PG-13,6000000,20200,5.8,6797,21,43,4,0,11000,485,444,12772
Bend It Like Beckham,2002,Comedy|Drama|Romance|Sport,hinduism|marriage engagement|soccer|team|tradition,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,Gurinder Chadha,Archie Panjabi,Parminder Nagra,Anupam Kher,Color,112,English,UK,0,1.85,PG-13,3500159,32541719,6.7,89806,438,161,98,0,883,528,397,2201
Sunshine State,2002,Drama|Romance,african american|business|coastline|florida|real estate,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,John Sayles,Miguel Ferrer,Edie Falco,Timothy Hutton,Color,141,English,USA,6,1.85,PG-13,5600000,3064356,6.9,3433,81,68,407,160,688,659,501,2584
Chariots of Fire,1981,Biography|Drama|Sport,athlete|jew|missionary|olympic games|race,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,Hugh Hudson,Alice Krige,Ben Cross,John Gielgud,Color,125,English,UK,0,1.85,PG,5500000,58800000,7.2,40511,213,90,46,0,368,303,249,1651
